微博发布时间,微博中文内容,情感倾向
02月18日 23:42,#最新疫情地图##海南#【找工作｜急招413人！定安公布15家企业用工需求（附岗位表）　　日前，定安发布15家企业50余个岗位的用工需求，需求人员413人。　　据了解，此次公布用工需求涉及海南蔺氏盛泰药业有限公司、海南南国健康产业有限公司、定安定城春阳大酒店等定安15家企业的QC、车间主任、技?展开全文c,0
02月08日 18:50,#抗击新冠肺炎六安在行动#【战“疫”中的元宵节：居民给锥子庙社区防疫志愿者过节加餐】正月十五元宵节，家家户户欢聚一堂。今年的元宵节，跟往常不太一样。疫情袭来，我们绝大多数居民不得不在家防控隔离，居家团圆。而在抗疫情的基层一线，尽管未能和家人团圆，爱心故事同样团圆温暖。2月8日早上10?展开全文c,1
02月08日 11:45,#抗击疫情甘肃在行动#【简称定了：新冠肺炎！名称更简化，动员更强大】有关部门响应社会呼吁，将“新型冠状病毒感染的肺炎”的统一简称为“新冠肺炎”，事虽小，但意义很大。“时间就是生命”，易记、统一的简称，有助于基层更高效地开展防疫工作，有助于全国上下一心、目标明确地向疫情发起冲锋。如?展开全文c,0
02月11日 19:36,【同心抗疫甘肃民企在行动】2月6日上午，兰州亚太集团通过甘肃省光彩事业促进会，向新型冠状肺炎防疫一线基层单位捐助200万元。并向奋战在防疫一线的全体医务人员、公安干警、基层社区和物业工作人员致敬。同时亚太集团各级管理人员及一线员工积极行动，为奋战在防疫一线的“逆行者”加油鼓劲，与他们?展开全文c,1
02月11日 19:00,【疫情防控七里河在行动】战“疫”日记|致奋斗在社区基层防疫战线上丈夫的一封信O战“疫”日记|致奋斗在社区基层防疫战线上丈夫的一封信?,0
02月12日 15:10,何止好棒啊！非典到新冠型病毒，大家都长大了，被保护到变成守护人#国产电影##基层防疫在行动##电影推荐#电影《乡医》L何止电影的微博视频???,1
02月14日 16:56,#疫情防控兰州在行动#城关要闻【防疫有我闪亮青春|城关区青年志愿者在行动】2月13日上午，共青团城关区委联合张掖路街道党工委，成立5支城关区青年防疫临时党支部和5支城关区青年防疫临时团支部，充分发挥基层党组织战斗堡垒作用和团组织生力军、突击队作用，扎根一线，防控疫情。@尕兰州?展开全文c,1
02月18日 21:00,#防控疫情怀柔在行动#【基层防控，感谢有你！】疫情发生以来，40余家区直单位、国有企业，抽调800余名骨干投身基层和广大基层干部、社区工作者、志愿者、物业服务人员并肩作战，共同织就群防群治的严密防线。#基层防疫在行动##北京战疫全力以赴#@北京发布@北京日报来源：各镇乡街道?展开全文c,1
01月08日 02:18,【上火长痘痘吃绿豆排毒】绿豆也是清热降火的好食物，如果上火长痘痘了，那么就可以将绿豆洗净煮绿豆汤喝，煮绿豆汤的时候还可以适当的加点金银花，一起煮，可以起到清热解毒的功效，能迅速的清除内火，让皮肤上的痘痘更快的好起来。?,0
01月09日 19:48,【嘴巴告诉你】①嘴角裂：脾有火肺气不足，绿豆百合汤；②嘴唇干：肝肾阴虚，枸杞、麦冬泡水喝；③口气大：龋齿、牙周或胃肠湿热，菊花或金银花泡茶；④流口水：脾肾虚，少吃肉多吃枣。⑤唇色浅：气虚，含参片吃红枣；⑥唇色紫：血瘀、氧气不足，#眼健康那些事儿##解酒#吃姜、常深呼吸、不熬夜。?,0
01月10日 16:03,【《外面冰天雪地，室内春意盎然》】(?ω?)：进入三九就是到了冰天雪地们世界，因怕寒邪袭击，许多人不敢外活动成减少在外锻练，躲在室内无所作为，心情异常烦恼焦躁，认为三九是一年最枯燥乏味时期。其实冬季并不一定是万物萧条的世界，例如在室内养花，不是可以找回“春花烂漫，春意盎然之感受?展开全文c,0
01月14日 23:52,金银花茶罐装茶叶特级野生金银花　8.8入?,0
01月20日 13:33,【34.9】隆力奇蛇胆金银花洗手液500ml*6瓶到手洗手液500g*6瓶+泵头3个，富含金银花+蛇胆成分，有效抑菌祛渍，拍下年后发货哦！介意慎~?,0
01月22日 09:35,【冠肺病可选择的中药】中医把传染引起发热等呼吸系统疾病统称“温病”，包括这次源自武汉的冠肺病、上次的非典等，并且总结发明了一些有效的方剂，以下中成药可供参考：银翘解毒片、藿香正气丸、连花清瘟胶囊、参苏丸、金银花露、连翘败毒丸、九味羌活丸。#冠肺病#?,0
01月27日 23:16,金银花茶13.9?,0
01月28日 21:56,金银花茶13.9?,0
01月28日 22:18,金银花茶13.9?,0
01月30日 20:18,疫情无情，真奥有情！真奥药业集团再次为湖北省医疗机构捐赠100万元抗病毒药品～金银花口服液！众志成城，抗击疫情，我们一直在行动！#金银花##新型冠状病毒肺炎#?,1
01月31日 23:59,双黄连口服液突然又脱销了！双黄连口服液由金银花、黄芩、连翘三味中药组成。中医认为，这三味中药具有清热解毒、表里双清的作用。现代医学研究认为，双黄连口服液具有广谱抗病毒、抑菌、提高机体免疫功能的作用，是目前有效的广谱抗病毒药物之一。上海药物所长期从事抗病毒药物研究，2003年“非典?展开全文c,0
01月31日 23:38,【快讯！重要发现！上海药物所、武汉病毒所联合发现：双黄连可抑制新型冠状病毒】双黄连口服液由金银花、黄芩、连翘三味中药组成。中医认为，这三味中药具有清热解毒、表里双清的作用。现代医学研究认为，双黄连口服液具有广谱抗病毒、抑菌、提高机体免疫功能的作用，是目前有效的广谱抗病毒药物之一。?,0
02月01日 00:51,金银花已哭瞎//@canglllllla:转发微博,0
02月01日 10:10,所以极有可能漏掉一些感染者//@游识猷:不可忽略试剂盒的假阴性问题//@清华颜宁:我们做最简单分子生物学实验都知道试剂盒质量并不一定稳定，QC最重要。这现在，我们其实非常担心的是这些赶工出来的试剂盒质量//@nyouyou:#勤洗手，戴口罩，开加湿，避人群#,0
02月02日 23:33,#目前已初步筛选出三种治疗药物#难道是金银花，黄芩，连翘？？？#双黄连可抑制新型冠状病毒#?,0
02月02日 22:46,【￥19.9】【中医推荐配方防疫情】金银花芦根茶5g*30包?,0
02月04日 21:44,一觉醒来耳钉被我睡没了懒得找耳钉用金银花梗代替（因为家里的茶叶梗不大ok）可真有我的?,0
02月05日 22:31,【武大中南医院专家：#建议把CT作为诊断手段之一#】武汉大学中南医院呼吸与危重症医学科主任程真顺：目前发现，核酸检测临床诊断存在假阴性，且检测时间较长，需要一个检测周期；而CT检测只需要几分钟，比较快捷。通过CT可以做到早诊断早确诊早治疗，所以我们建议把CT作为诊断的一个非常有效的手段。?展开全文c,0
02月05日 19:56,【专家回应“CT替代核酸检测”：非常时期宁错勿漏】武汉大学中南医院医学影像科副主任张笑春教授回应“CT替代核酸检测”：不排除存在部分假阴性，CT检查方便、快捷、直观，非常时期应“宁错勿漏”。（人民日报）?,0
02月07日 16:46,情人节快到了有人送金有人送银有人送花我怕没人送我自己去把这三样都买全了金银花可去火了????,0
02月06日 07:55,【武大中南医院专家：#建议把CT作为诊断手段之一#】武汉大学中南医院呼吸与危重症医学科主任程真顺：目前发现，核酸检测临床诊断存在假阴性，且检测时间较长，需要一个检测周期；而CT检测只需要几分钟，比较快捷。通过CT可以做到早诊断早确诊早治疗，所以我们建议把CT作为诊断的一个非常有效的手段。?展开全文c,0
02月08日 19:08,自己搜券：O网页链接【￥39】【买二送一】仁和消毒抑菌洗手液【买二送一，买四送二，单瓶500ml】仁和药业，金银花抑菌洗手液，预防流感，99%抑菌儿童洗手液，呵护双手肌肤，有效去除手部细菌，超微泡沫泵头，泡沫丰富，用量更节省，温和不粘手随时随地，从此?展开全文c,0
02月07日 14:06,//@猪式会社临时担当:假阴性这么多，说明用这种手段做确诊标准，存在极大的危险。疑似的漏网之鱼很可能会比抓住的比例还要大。,0
02月09日 09:15,中闽飘香胎菊60g*2瓶，15入！疏风清热，清肝泻火，搭配金银花再丢几颗冰糖很赞呐！?,0
02月09日 17:48,全国现多例假阴性病例！专家表示由于假阴性患者出院后不排除传染可能，一线医务人员应加强警惕。#武汉组织露天马路市场营业##医用口罩产能利用率达87%#多注意。L外太空520的微博视频?,0
02月11日 15:03,泡了金银花茶清清火气，毕竟家里的王老吉已经让我喝完了,0
02月12日 22:39,情人节那天有人送金有人送银有人送花我怕没人送我自己去把这三样都买全了金银花可去火了?,0
02月12日 11:14,#开工大吉#李老师知道我今天回公司，特意送了个保温背给我泡金银花，按照目前的保温效果，我在下午下班时应该可以顺利喝上水?,1
02月12日 11:33,【清宗堂旗舰店】金银花芦根中药茶30包I后9.9泡水代茶喝，多囤点啊！~?,0
02月13日 23:23,有人送金有人送银有人送花我怕没人送我所以我打算去买金银花下火！！！?,0
02月14日 03:53,今天情人节，有人送金，有人送银，也有人送花。我怕没人送我，所以自己去把这三样全买了：金银花，可去火了???,0
02月14日 20:17,"假阴性、无症状传播…专家详解：新冠比SARS更""狡猾""？O假阴性、无症状传播…专家详解：新冠比SARS更""狡猾""？?",0
02月16日 10:46,送去福岛是认真的吗……//@浪里赤条小粗林:刚看到他们要把邮轮上的患者送到福岛………然后新消息是因为船上的人实在太多呆太久了只要阴性就下船但事实上已经有假阴性存在也有隐形感染者存在……我现在担心中国好不容易控制住但日本或者其他地方没控住了……,-1
02月16日 20:17,15秒接触就染病说明新冠肺炎传染性特别强吗？什么是气溶胶传播有什么特定条件？为什么有些患者病情危重有些患者却能够居家自愈？为什么有轻症患者突然病情加重去世？为什么核酸检测“假阴性”现象频发？就这些问题新华社记者专访王贵强主任一起来了解一下吧！O没有防护，2秒也会传染！有人能自愈，有人突然去世？专家说清了！?,0
02月17日 00:32,我在看：【深圳研发新冠病毒抗体检测试剂盒从确诊患者血浆中有效检出假阴性】#跟新浪看热点#O深圳研发新冠病毒抗体检测试剂盒从确诊患者血浆中有效检出假阴性?,0
01月05日 12:41,#曲靖身边事#【富源推进“厕所革命”，提升群众生活品质】为彻底改变城镇公共厕所脏、乱、差的面貌，自厕所革命开展以来，富源县住建局扎扎实实开展厕所革命工作，对城市旱厕进行了全面改造提升。至目前，全县消除旱厕7座（新建1座，改建6座），拆除重建破烂公厕两座，改造旅游厕所两座，按时?展开全文c,0
